name,gs_email,s2aid,s2npubs
Aliaksei Severyn,@google.com,3091861,31
Jaap Kamps,@uva.nl,1753628,319
W. Bruce Croft,@cs.umass.edu,1704390,397
Suthee Chaidaroon,@scu.edu,21746902,2
Yi Fang,,3047254,250
Chuan-Ju Wang,@citi.sinica.edu.tw,1808412,22
Ting-Hsiang Wang,,22262834,1
Hsiu-Wei Yang,,22171670,2
Bo-Sin Chang,,22176147,1
Ming-Feng Tsai,@nccu.edu.tw,1793168,69
Pengjie Ren,,1749477,15
Zhumin Chen,,1721165,44
Zhaochun Ren,@jd.com,2780667,38
Furu Wei,@microsoft.com,2517592,92
Jun Ma,,35729719,343
Maarten de Rijke,@uva.nl,1696030,684
Raphael Campos,@dcc.ufmg.br,10388641,3
Sérgio Canuto,@dcc.ufmg.br,39231033,10
Thiago Salles,@dcc.ufmg.br,2508452,27
Clebson C. A. de Sá,,3430183,2
Marcos André Gonçalves,@dcc.ufmg.br,1686355,307
Jingzhou Liu,@cs.cmu.edu,10607451,27
Wei-Cheng Chang,@andrew.cmu.edu,1702500,33
Yuexin Wu,,9287688,26
Yiming Yang,@cs.cmu.edu,35729970,212
Ashlee Edwards,@unc.edu,34828068,9
Diane Kelly,@utk.edu,34961870,148
David Maxwell,@research.gla.ac.uk,2340927,153
Leif Azzopardi,@strath.ac.uk,1716332,196
Yashar Moshfeghi,@glasgow.ac.uk,2678472,41
Bahareh Sarrafzadeh,@uwaterloo.ca,2264984,10
Edward Lank,@uwaterloo.ca,1788496,93
Morgan Harvey,@northumbria.ac.uk,3014661,54
Matthew Pointon,,9570205,8
Rishabh Mehrotra,@ucl.ac.uk,39718171,36
Imed Zitouni,,1954563,87
Ahmed Hassan,@microsoft.com,1977489,60
Ahmed El Kholy,@columbia.edu,1877430,22
Madian Khabsa,@microsoft.com,2072010,43
Chunfeng Yang,,2762014,28
Huan Yan,,2060052,114
Donghan Yu,,15121583,3
Yong Li,@tsinghua.edu.cn,1689181,1386
Dah Ming Chiu,@ie.cuhk.edu.hk,39450301,152
Xiang Wang,@u.nus.edu,10966012,678
Xiangnan He,@comp.nus.edu.sg,7792071,35
Liqiang Nie,@sdu.edu.cn,1743245,101
Tat-Seng Chua,@comp.nus.edu.sg,1684968,464
Aleksandr Farseev,@u.nus.edu,2229491,12
Ivan Samborskii,@u.nus.edu,3478795,5
Andrey Filchenkov,@niuitmo.ru,2517152,24
Xiang Chen,,1724260,614
Bowei Chen,@lincoln.ac.uk,3021207,46
Mohan Kankanhalli,@comp.nus.edu.sg,1744045,336
Rocío Cañamares,@uam.es,3247627,2
Pablo Castells,@uam.es,2912921,148
Zhaofan Qiu,@mail.ustc.edu.cn,3430743,9
Yingwei Pan,@mail.ustc.edu.cn,3202968,14
Ting Yao,@microsoft.com,2053452,125
Tao Mei,@microsoft.com,1724211,430
Liu Yang,@cs.umass.edu,1745614,960
Susan T. Dumais,@microsoft.com,1728602,209
Paul N. Bennett,@microsoft.com,2142374,178
Ahmed Hassan Awadallah,@microsoft.com,1977489,60
Keyang Zhang,,3126738,6
Fangbo Tao,,3180064,16
Luming Zhang,,1763785,146
Shuo Zhang,,1678529,380
Krisztian Balog,@uis.no,1680484,148
Jinyoung Kim,,40461265,55
Nick Craswell,@microsoft.com,1703980,146
Filip Radlinski,@google.com,1803571,52
Fang Liu,@microsoft.com,1713096,1494
Xiaohui Xie,,2834988,142
Xiaochuan Wang,,31278837,82
Zhijing Wu,,9273006,11
Yingying Wu,,4942149,99
Emine Yilmaz,@ucl.ac.uk,35466594,93
Kevin Ong,@rmit.edu.au,35092930,75
Kalervo Järvelin,,2768186,162
Mark Sanderson,@rmit.edu.au,2396539,337
Falk Scholer,@rmit.edu.au,1732541,145
Bora Edizel,@upf.edu,22172105,1
Amin Mantrach,@criteo.com,3105979,28
Xiao Bai,,3042223,64
Xu Chen,@mails.tsinghua.edu.cn,1734498,616
Yongfeng Zhang,@cs.umass.edu,1739818,94
Qingyao Ai,@cs.umass.edu,35531065,19
Hongteng Xu,@gatech.edu,2468306,35
Junchi Yan,@cn.ibm.com,3063894,84
Zheng Qin,,1685620,239
Kwan Hui Lim,@student.unimelb.edu.au,4089267,29
Jeffrey Chan,@rmit.edu.au,7525580,98
Christopher Leckie,@unimelb.edu.au,1688394,238
Jingyuan Chen,,2124915,119
Hanwang Zhang,@columbia.edu,5462268,113
Wei Liu,@ee.columbia.edu,1722649,2463
Piji Li,@se.cuhk.edu.hk,2193560,19
Zihao Wang,,2918971,89
Lidong Bing,@tencent.com,1996394,50
Wai Lam,@se.cuhk.edu.hk,1717078,223
Renqin Cai,,39483735,1
Chi Wang,@microsoft.com,1735804,171
Hongning Wang,@uthscsa.edu,31825390,126
Bei Shi,@se.cuhk.edu.hk,3285633,42
Shoaib Jameel,@cardiff.ac.uk,38797620,30
Steven Schockaert,@cs.cardiff.ac.uk,2265382,165
Kwun Ping Lai,,8851507,2
Flavio Chierichetti,@chierichetti.name,34996452,50
Ravi Kumar,@google.com,1683442,518
Bo Pang,@google.com,1717692,299
Peter Bailey,@microsoft.com,1848040,284
Jiepu Jiang,@cs.umass.edu,1730464,46
Daqing He,@pitt.edu,40249854,154
James Allan,@cs.umass.edu,1722517,507
Adam Roegiest,@uwaterloo.ca,3198911,22
Luchen Tan,@uwaterloo.ca,40379164,16
Jimmy Lin,@uwaterloo.ca,37752900,167
Fan Zhang,@mails.tsinghua.edu.cn,1726798,1486
Xin Li,@mails.tsinghua.edu.cn,40613610,14
Yinghui Xu,,7869979,88
Cheng Luo,@tsinghua.edu.cn,1755091,240
Ruey-Cheng Chen,@rmit.edu.au,1788674,33
Luke Gallagher,,35154089,4
Roi Blanco,@udc.es,1864328,94
Fuli Feng,@comp.nus.edu.sg,3440740,9
Richang Hong,@hfut.edu.cn,2248826,146
Nimrod Raifer,,22253682,1
Fiana Raiber,,2625830,20
Moshe Tennenholtz,,1708847,258
Oren Kurland,,1779654,71
Shubhra Kanti Karmaker Santu,@illinois.edu,2692077,7
Parikshit Sondhi,@walmartlabs.com,3267191,23
ChengXiang Zhai,@illinois.edu,1736467,374
Rafael Glater,,16935406,3
Rodrygo L. T. Santos,@dcc.ufmg.br,1748698,66
Nivio Ziviani,@dcc.ufmg.br,1705422,145
Craig Macdonald,@glasgow.ac.uk,2691614,234
Nicola Tonellotto,@isti.cnr.it,2783910,69
Iadh Ounis,@glasgow.ac.uk,1698205,300
Jun Wang,@cs.ucl.ac.uk,39055225,476
Lantao Yu,@apex.sjtu.edu.cn,3469209,6
Weinan Zhang,@sjtu.edu.cn,8031058,103
Yu Gong,@alibaba-inc.com,1945527,337
Benyou Wang,@tencent.com,2894465,12
Peng Zhang,@tju.edu.cn,40188000,633
Dell Zhang,,37510526,73
Jung Hyun Kim,@asu.edu,2216954,69
Mao-Lin Li,,2552158,9
K. Selçuk Candan,@asu.edu,1720972,237
Maria Luisa Sapino,@di.unito.it,1682380,118
Long Xia,,1959671,22
Jun Xu,@ict.ac.cn,39474114,133
Yanyan Lan,@ict.ac.cn,37510256,77
Jiafeng Guo,@ict.ac.cn,1777025,111
Wei Zeng,,1687907,393
Xueqi Cheng,@ict.ac.cn,1717004,374
Zhengbao Jiang,,2669515,3
Ji-Rong Wen,@ruc.edu.cn,2259699,215
Zhicheng Dou,@ruc.edu.cn,1897235,57
Wayne Xin Zhao,@ruc.edu.cn,2542603,58
Jian-Yun Nie,@iro.umontreal.ca,1807485,210
Ming Yue,,32916805,83
Rohail Syed,@umich.edu,3388401,5
Kevyn Collins-Thompson,@acm.org,2582990,82
Sergei Ivanov,@skolkovotech.ru,39532649,23
Konstantinos Theocharidis,,22252594,1
Manolis Terrovitis,@imis.athena-innovation.gr,2454554,45
Panagiotis Karras,@cs.aau.dk,1731655,73
David Elsweiler,@elsweiler.co.uk,1735704,79
Christoph Trattner,@modul.ac.at,1752070,81
Da Cao,,8775916,10
Xiaochi Wei,@bit.edu.cn,7621447,17
Shunzhi Zhu,,7472429,43
Shunxiang Wu,,3241809,50
Fumin Shen,@uestc.edu.cn,2731972,116
Yadong Mu,@research.att.com,40501686,53
Yang Yang,@uestc.edu.cn,1708973,1984
Li Liu,,1746030,1545
Jingkuan Song,@columbia.edu,2346105,83
Heng Tao Shen,@uestc.edu.cn,1724393,225
Bob Goodwin,,38691006,3
Michael Hopcroft,,22279087,1
Dan Luu,,5609719,4
Alex Clemmer,,2010831,4
Mihaela Curmei,@microsoft.com,22174631,1
Giulio Ermanno Pibiri,@di.unipi.it,11135785,5
Rossano Venturini,@unipi.it,1797933,53
Antonio Mallia,@studenti.unipi.it,39662889,3
Giuseppe Ottaviano,@di.unipi.it,3230478,20
Elia Porciani,,22269520,1
Jinfeng Li,@cse.cuhk.edu.hk,1689976,219
James Cheng,,1717691,132
Fan Yang,@cse.cuhk.edu.hk,1752128,1453
Yuzhen Huang,,1682064,91
Yunjian Zhao,,8890418,5
Xiao Yan,,1784748,212
Ruihao Zhao,,8929449,4
Keping Bi,,2112104,3
Zhiyong Cheng,@smu.edu.sg,13167100,84
Jialie Shen,,38203359,138
Anne-Marie Kermarrec,@inria.fr,1723331,242
Mahsa Taziki,,3035974,6
Asia J. Biega,@mpi-inf.mpg.de,35625667,2
Rishiraj Saha Roy,@mpi-inf.mpg.de,40075164,32
Gerhard Weikum,@mpi-inf.mpg.de,1751591,724
Rui Yan,,1680126,233
Dongyan Zhao,@pku.edu.cn,1791036,142
Weinan E,,22226435,6
Yi Tay,@ntu.edu.sg,3665875,20
Minh C Phan,@e.ntu.edu.sg,22209930,7
Luu Anh Tuan,@i2r.a-star.edu.sg,1755919,22
Siu Cheung Hui,@ntu.edu.sg,1716044,144
Vineet Kumar,@in.ibm.com,40574362,320
Sachindra Joshi,@in.ibm.com,1703799,67
Sosuke Shiga,,22222274,1
Hideo Joho,@slis.tsukuba.ac.jp,1798501,95
Johanne Trippas,@rmit.edu.au,2528063,10
Haoran Huang,@fudan.edu.cn,2039788,20
Qi Zhang,@fudan.edu.cn,39686335,171
Jindou Wu,,10819933,2
Xuanjing Huang,,1790227,166
Cheng Cao,,2123628,129
Haokai Lu,@cse.tamu.edu,2887627,10
Yuan Zhang,,1703465,842
Tianshu Lyu,,8862299,4
Yan Zhang,@pku.edu.cn,36124320,1285
Tie-Yan Liu,@microsoft.com,2211939,210
Faegheh Hasibi,@idi.ntnu.no,1951737,15
Svein Erik Bratsberg,@idi.ntnu.no,2895191,30
Zied Bouraoui,,1871846,36
Chen Sun,@mails.tsinghua.edu.cn,1726241,276
Jun Bi,@tsinghua.edu.cn,1683085,276
Zhilong Zheng,,3248218,12
Heng Yu,,28825117,71
Kok-Kiong Yap,@google.com,10328573,30
Murtaza Motiwala,@cc.gatech.edu,2788273,14
Jeremy Rahe,,35109390,3
Steve Padgett,,34709352,6
Matthew Holliman,,1744203,23
Gary Baldus,,22651598,1
Marcus Hines,,40583445,3
Taeeun Kim,,40375056,32
Ashok Narayanan,,28182410,18
Ankur Jain,,1791577,85
Victor Lin,,40691104,7
Colin Rice,,39996266,7
Brian Rogan,,17092819,9
Arjun Singh,,37248999,100
Bert Tanaka,,32594711,2
Manish Verma,,33790088,74
Puneet Sood,,2814532,70
Mukarram Tariq,@google.com,1795809,17
Matt Tierney,,3234564,11
Dzevad Trumic,,22684603,1
Vytautas Valancius,@gatech.edu,2591679,21
Calvin Ying,,40199101,2
Mahesh Kallahalla,,1740988,28
Bikash Koley,,34915044,13
Amin Vahdat,@cs.ucsd.edu,1718754,265
Inho Cho,@kaist.ac.kr,6529278,13
Keon Jang,@google.com,39702070,31
Arseniy Zaostrovnykh,,22661353,1
Solal Pirelli,,8030096,67
Luis Pedrosa,@epfl.ch,39995135,11
Katerina Argyraki,@epfl.ch,1702632,63
George Candea,@epfl.ch,2465036,97
Pamela Zave,@research.att.com,1696196,123
Ronaldo A. Ferreira,@facom.ufms.br,40238585,19
Xuan Kelvin Zou,@cs.princeton.edu,31940424,4
Masaharu Morimoto,@bc.jp.nec.com,9414797,5
Jennifer Rexford,@cs.princeton.edu,1730356,377
Costas Iordanou,@telefonica.com,2331162,3
Claudio Soriente,,2678175,60
Michael Sirivianos,@cut.ac.cy,2698864,44
Nikolaos Laoutaris,@datatransparencylab.org,1683137,120
Xin Jin,@cs.jhu.edu,1785303,619
Lu Tang,,3852589,172
Yi-Chao Chen,@cs.utexas.edu,1687666,43
Gong Zhang,@huawei.com,17294285,245
Simon Kassing,@inf.ethz.ch,2312211,2
Asaf Valadarsky,@mail.huji.ac.il,3338812,7
Gal Shahaf,,2645944,6
Matthew Luckie,@luckie.org.nz,1707287,59
Robert Beverly,@nps.edu,2151354,65
Yiting Xia,@rice.edu,2768173,13
Xiaoye Steven Sun,@rice.edu,3157401,14
Simbarashe Dzinamarira,@rice.edu,1895237,3
Dingming Wu,@rice.edu,7463928,11
Xin Sunny Huang,,40568048,10
T. S. Eugene Ng,@rice.edu,8051543,83
Ran Ben Basat,,2191690,18
Gil Einziger,@cs.technion.ac.il,2651037,23
Roy Friedman,,1739064,165
Marcelo Caggiani Luizelli,@inf.ufrgs.br,3142353,11
Erez Waisbard,,2995473,8
Rashad Eletreby,@cmu.edu,3375797,9
Diana Zhang,,5719499,9
Swarun Kumar,@cmu.edu,40578966,27
Osman Yagan,@andrew.cmu.edu,3054744,84
Trinabh Gupta,@cs.utexas.edu,2098053,11
Henrique Fingler,,3215063,5
Michael Walfish,@cs.nyu.edu,1756078,70
William M. Mellette,,3797471,10
Rob McGuinness,,39515847,1
Arjun Roy,@eng.ucsd.edu,37504857,17
Alex Forencich,,1927236,15
George Papen,,2259827,26
Alex C. Snoeren,@cs.ucsd.edu,2199298,133
George Porter,@cs.ucsd.edu,1892184,95
Zibin Yang,,10736478,6
Yashar Ganjali,@cs.toronto.edu,1731999,80
Amin Firoozshahian,@hicampsystems.com,1875109,18
Srinivas Narayana,@cs.princeton.edu,1931413,20
Anirudh Sivaraman,@mit.edu,39118448,41
Vikram Nathan,,2335477,11
Prateesh Goyal,@mit.edu,1688438,7
Venkat Arun,@unh.newhaven.edu,39685882,6
Mohammad Alizadeh,@csail.mit.edu,2587719,116
Vimalkumar Jeyakumar,@cs.stanford.edu,32317135,21
Changhoon Kim,@barefootnetworks.com,33742176,76
Zafar Qazi,@berkeley.edu,2124920,11
Melvin Walls,@eecs.berkeley.edu,39362520,4
Sylvia Ratnasamy,@berkeley.edu,1699297,107
Raja R. Sambasivan,@bu.edu,2726787,36
David Tran-Lam,,3302142,2
Peter Steenkiste,@cs.cmu.edu,1728086,270
Ahmed Saeed,@gatech.edu,38751321,34
Nandita Dukkipati,,2328708,30
Vinh The Lam,,37427906,14
Carlo Contavalli,,9753146,3
Brandon Schlinker,@inbound5.com,2937015,11
Hyojeong Kim,,1900189,45
Timothy Cui,,22601737,2
Ethan Katz-Bassett,@columbia.edu,1704220,58
Harsha V. Madhyastha,@umich.edu,1764637,85
Italo Cunha,@dcc.ufmg.br,2033985,43
James Quinn,,6991078,83
Saif Hasan,,31546338,4
Petr Lapukhov,,9759285,5
Hongyi Zeng,@cs.stanford.edu,2407352,24
Yunfei Ma,,7777279,57
Nicholas Selby,,3979901,67
Fadel Adib,@mit.edu,1761544,22
Rui Miao,@usc.edu,1883252,42
Jeongkeun Lee,@barefootnetworks.com,6727727,62
Minlan Yu,@yale.edu,1914822,72
Thomas Holterbach,,2732284,5
Stefano Vissicchio,@ucl.ac.uk,2601982,50
Alberto Dainotti,@caida.org,2054092,56
Laurent Vanbever,@ethz.ch,2562998,59
Vaspol Ruamviboonsuk,@umich.edu,1726883,3
Ravi Netravali,@mit.edu,2846332,21
Muhammed Uluyol,@umich.edu,2724958,4
Hong1 Zhang,@cse.ust.hk,1734058,1940
Junxue Zhang,,1908497,12
Wei Bai,@microsoft.com,35667277,67
Kai Chen,@cse.ust.hk,40611817,67
Ilias Marinos,@cl.cam.ac.uk,2120871,5
Robert N. M. Watson,@cl.cam.ac.uk,2750619,60
Mark Handley,@cs.ucl.ac.uk,5597426,152
Randall Ray Stewart,,2958660,60
Hongzi Mao,@mit.edu,2512621,7
Yifei Yuan,@cis.upenn.edu,34564258,74
Dong Lin,,1800137,280
Ankit Mishra,,3096085,11
Sajal Marwaha,,3178911,35
Andrei Voinescu,@cs.pub.ro,2926206,13
Gianni Antichi,@cl.cam.ac.uk,2022218,50
Marcin Wójcik,@cs.bris.ac.uk,38358360,27
Adam Langley,,2030976,80
Alistair Riddoch,@google.com,32532680,3
Alyssa Wilk,,33029528,2
Antonio Vicente,,1770954,180
Charles Krasic,,2645955,38
Dan Zhang,,1729537,619
Fan Yang,@udel.edu,1752128,1453
Fedor Kouranov,,22633977,1
Ian Swett,,2413810,2
Janardhan Iyengar,@fandm.edu,2250153,52
Jeff Bailey,,40555475,44
Jeremy Dorfman,,31935518,1
Jim Roskind,,3220319,3
Joanna Kulik,,34573933,16
Patrik Westin,,2499360,12
Raman Tenneti,,2407516,2
Robbie Shade,@robots.ox.ac.uk,3931866,21
Ryan Hamilton,,2717420,123
Victor Vasiliev,,12618889,10
Wan-Teh Chang,,5131817,3
Zhongyi Shi,,22640899,1
Vasileios Giotsas,@cs.ucl.ac.uk,1757205,26
Christoph Dietzel,@inet.tu-berlin.de,2897689,11
Georgios Smaragdakis,@csail.mit.edu,2088273,62
Anja Feldmann,@net.t-labs.tu-berlin.de,1782612,299
Arthur Berger,,1728325,62
Emile Aben,,2461898,19
Aarti Gupta,@cs.princeton.edu,37131028,165
Sharad Chole,,2702753,4
Andy Fingerhut,,30305439,30
Sha Ma,,1781758,65
Shay Vargaftik,,3431317,9
Alon Berger,@campus.technion.ac.il,40194347,4
Gal Mendelson,,37939768,7
Shang-Tse Chuang,,1897595,20
Isaac Keslassy,@ee.technion.ac.il,1785739,108
Ariel Orda,@ee.technion.ac.il,1705969,143
Tom Edsall,,2112077,10
Zhenyu Song,,37612847,23
Longfei Shangguan,@cs.princeton.edu,3015446,44
Kyle Jamieson,@cs.princeton.edu,1750056,83
Sameer G. Kulkarni,,21302949,6
Wei3 Zhang,,1726357,2268
Jinho Hwang,@gwu.edu,38348772,48
Shriram Rajagopalan,@us.ibm.com,2640561,15
K. K. Ramakrishnan,@cs.ucr.edu,1706474,268
Timothy Wood,@gwu.edu,2297346,118
Mayutan Arumaithurai,@cs.uni-goettingen.de,2913151,53
Danyang Zhuo,,2720913,8
Monia Ghobadi,@microsoft.com,2639398,36
Klaus-Tycho Förster,@cs.aau.dk,36232499,24
Thomas Anderson,@cs.washington.edu,1748580,158
Ralf Küsters,,1729507,100
Daniel Rausch,,39843891,4
Chaz Lever,@gatech.edu,38515566,5
Platon Kotzias,@imdea.org,3048941,7
Davide Balzarotti,@eurecom.fr,1706558,92
Manos Antonakakis,@gatech.edu,2805955,41
Davide Quarta,@polimi.it,2526892,36
Marcello Pogliani,@polimi.it,1952394,13
Mario Polino,@polimi.it,1922766,10
Federico Maggi,@trendmicro.com,2047556,125
Andrea Maria Zanchettin,@polimi.it,2650655,48
Stefano Zanero,@polimi.it,1750264,86
Paul Pearce,@cs.berkeley.edu,2070759,78
Roya Ensafi,@umich.edu,2534561,25
Sébastien Bardin,@cea.fr,1800485,50
Robin David,@lbl.gov,39104126,20
Jean-Yves Marion,,2287203,108
James Larisch,@g.harvard.edu,4762647,4
Dave Levin,@cs.umd.edu,36147319,102
Bruce Maggs,@cs.duke.edu,1711252,181
Alan Mislove,@ccs.neu.edu,1729928,89
Alin Tomescu,,2435025,6
Srinivas Devadas,@mit.edu,1695217,355
Chenxiong Qian,,3103967,12
Simon Chung,@mail.gatech.edu,1969375,19
Thomas Bauereiß,,1745852,10
Armando Pesenti Gritti,,3225083,5
Andrei Popescu,@mdx.ac.uk,1766791,84
Franco Raimondi,@mdx.ac.uk,2342981,90
Yasemin Acar,,3224778,27
Sascha Fahl,@sec.uni-hannover.de,2200198,46
Simson Garfinkel,@acm.org,1682642,125
Doowon Kim,@cs.umd.edu,1999637,16
Michelle L. Mazurek,@umd.edu,37176218,55
Christian Stransky,,3447368,9
Yixin Sun,@cs.princeton.edu,5755609,19
Anne Edmundson,@cs.princeton.edu,12996095,11
Mung Chiang,@princeton.edu,1908294,382
Dongpeng Xu,@ist.psu.edu,2886479,7
Jiang Ming,@uta.edu,34385946,81
Dinghao Wu,@psu.edu,2628673,68
Fraser Brown,,35214252,17
Shravan Narayan,,19272506,1
Riad S. Wahby,,3031766,13
Dawson Engler,@stanford.edu,2373056,98
Ranjit Jhala,@cs.ucsd.edu,1695297,98
Deian Stefan,@eng.ucsd.edu,34997080,53
Mathias Vorreiter Pedersen,,19303672,1
Aslan Askarov,@cs.au.dk,1795666,31
Suphannee Sivakorn,@columbia.edu,2543728,9
George Argyros,,1729224,26
Kexin Pei,@cs.columbia.edu,40428350,9
Suman Jana,@cs.columbia.edu,39400201,53
Philipp Holzinger,,3490654,7
Ben Hermann,@st.informatik.tu-darmstadt.de,39888100,14
Johannes Lerch,@cs.tu-darmstadt.de,34972481,13
Eric Bodden,@uni-paderborn.de,1752222,154
Mira Mezini,@informatik.tu-darmstadt.de,1681134,226
Maria Apostolaki,,3408002,22
Aviv Zohar,@cs.huji.ac.il,1782535,59
Guo Li,,1990374,429
Felix Domke,,19218885,2
Kirill Levchenko,@cs.ucsd.edu,1763395,65
Stefan Savage,@cs.ucsd.edu,1727599,191
Hao Yang,,1761472,590
Xiulin Ma,,19192306,1
Kun Du,,2146838,64
Zhou Li,@rsa.com,1709780,343
Haixin Duan,@tsinghua.edu.cn,39999006,56
Xiaodong Su,,34809315,43
Guang Liu,,38431717,52
Zhifeng Geng,,19207195,1
Jianping Wu,,1693935,483
Stephanos Matsumoto,@cmu.edu,2021576,12
Raphael M. Reischuk,,2662834,25
Paul Dan Marinescu,,39470595,5
Chad Parry,,17072147,4
Marjori Pomarole,,2522299,3
Yuan Tian,@virginia.edu,10680263,81
Patrick Tague,@cmu.edu,2331637,83
Ioannis Papagiannis,@fb.com,2763385,24
Pascal Berrang,@cs.uni-saarland.de,2747035,9
Matthias Bieg,,4356930,17
Roland Eils,@dkfz.de,1805740,352
Carl Herrmann,@uni-heidelberg.de,38189358,35
Mathias Humbert,@epfl.ch,2230149,29
Irina Lehmann,,34563314,102
Karthikeyan Bhargavan,@inria.fr,1736343,83
Antoine Delignat-Lavaud,@microsoft.com,2238137,29
Cédric Fournet,@microsoft.com,1694521,100
Markulf Kohlweiss,@microsoft.com,2163632,78
Jianyang Pan,,5516094,6
Jonathan Protzenko,@ens-lyon.org,2975058,33
Aseem Rastogi,@microsoft.com,3351977,26
Nikhil Swamy,@microsoft.com,2202482,97
Santiago Zanella-Béguelin,@microsoft.com,3132217,37
Jean-Karim Zinzindohoué,@inria.fr,1926012,5
Eyal Ronen,,40200699,7
Colin O'Flynn,@newae.com,7572935,15
Adi Shamir,,1706216,236
Achi-Or Weingarten,,33072466,3
Adam Smith,@bu.edu,39765778,94
Abhradeep Thakurta,@ucsc.edu,2623159,32
Jalaj Upadhyay,@cs.uwaterloo.ca,33447255,16
Paul Grubbs,@cornell.edu,34739391,10
Kevin Sekniqi,,3482466,1
Vincent Bindschaedler,@illinois.edu,3094927,17
Muhammad Naveed,@usc.edu,1739327,66
Thomas Ristenpart,@cornell.edu,1707461,87
Véronique Cortier,@loria.fr,2365563,110
Constantin Cătalin Drăgan,@infoiasi.ro,2651276,10
François Dupressoir,@surrey.ac.uk,1988409,22
Benedikt Schmidt,@google.com,38290160,130
Pierre-Yves Strub,@strub.nu,3105882,52
Bogdan Warinschi,@cs.bris.ac.uk,1800136,86
Reza Shokri,@comp.nus.edu.sg,2520493,45
Marco Stronati,,34828439,15
Congzheng Song,@cornell.edu,3469125,7
Vitaly Shmatikov,,1723945,122
Yunpeng Song,,8280915,17
Zhongmin Cai,@sei.xjtu.edu.cn,35655261,42
Zhi-Li Zhang,@cs.umn.edu,1708494,340
Adrian Tang,@cs.columbia.edu,8283564,53
Salvatore Stolfo,@cs.columbia.edu,1807433,269
Yaohui Chen,,2416829,53
Dongli Zhang,,2581467,87
Ruowen Wang,@ncsu.edu,2770380,24
Rui Qiao,@stonybrook.edu,1750724,101
Ahmed M. Azab,@samsung.com,32115586,15
Long Lu,@cs.stonybrook.edu,6952630,111
Hayawardh Vijayakumar,@samsung.com,2765428,21
Wenbo Shen,@ncsu.edu,2464334,25
Ruba Abu-Salma,,2917142,8
M. Angela Sasse,@cs.ucl.ac.uk,1752376,205
Joseph Bonneau,@cs.stanford.edu,2607425,101
Anastasia Danilova,,36045338,5
Alena Naiakshina,,19322386,3
Matthew Smith,,15484498,245
Jan Camenisch,@zurich.ibm.com,1696783,187
Liqun Chen,@surrey.ac.uk,39792258,214
Manu Drijvers,@zurich.ibm.com,2192968,10
Anja Lehmann,@zurich.ibm.com,2259954,61
David Novick,@utep.edu,1712869,122
Rainer Urian,,3100329,3
Toshinori Araki,,2304646,17
Assi Barak,,19319982,2
Jun Furukawa,,1725272,47
Tamar Lichter,,19180578,1
Yehuda Lindell,@biu.ac.il,1682750,125
Ariel Nof,@biu.ac.il,2192482,6
Kazuma Ohara,,2548315,9
Adi Watzman,,19219245,1
Or Weinstein,,3479789,2
Abraham A Clements,,3491841,4
Naif Saleh Almakhdhub,,3228281,2
Khaled Saab,@gatech.edu,19206956,1
Prashast Srivastava,,19171499,1
Jinkyu Koo,@purdue.edu,2933778,14
Saurabh Bagchi,@purdue.edu,1679009,235
Mathias Lecuyer,@cs.columbia.edu,2574478,11
Riley Spahn,@cs.columbia.edu,2035772,8
Roxana Geambasu,,1972091,30
Tzu-Kuo Huang,@uberatc.com,1734755,20
Ewa Syta,@yale.edu,2996979,20
Philipp Jovanovic,@jovanovic.io,31329226,30
Eleftherios Kokoris Kogias,,3374069,11
Nicolas Gailly,@epfl.ch,3370481,11
Linus Gasser,,20492140,12
Ismail Khoffi,@epfl.ch,3381036,7
Michael J. Fischer,@cs.yale.edu,1756673,216
Bryan Ford,@epfl.ch,4920811,151
Yupeng Zhang,@umd.edu,3092404,118
Kiron Lebeck,,2959404,10
Kimberly Ruth,,19225377,3
Tadayoshi Kohno,@cs.washington.edu,1769675,163
Franziska Roesner,@cs.washington.edu,3268360,49
Liang Wang,,1693997,988
Jiahui Lu,,4683204,39
David Cash,@cs.rutgers.edu,40203106,55
Junjie Wang,@e.ntu.edu.sg,40027070,87
Bihuan Chen,@fudan.edu.cn,1837117,19
Lei Wei,@ntu.edu.sg,1761382,178
Yang Liu,@ntu.edu.sg,38057149,243
Katarzyna Olejnik,,34710203,2
Italo Dacosta,,2461431,30
Joana Machado,,32591463,2
Kevin Huguenin,@unil.ch,1716108,41
Mohammad Emtiyaz Khan,,3094988,32
Jean-Pierre Hubaux,@epfl.ch,1757221,327
Benjamin Fuller,@uconn.edu,12762343,24
Mayank Varia,,33860798,39
Arkady Yerukhimovich,@cs.umd.edu,2529763,24
Emily Shen,,2374854,35
Ariel Hamlin,@ll.mit.edu,2984519,18
Richard Shay,@richshay.com,1783649,42
John Darby Mitchell,,2377837,121
Robert K. Cunningham,@cunninghamfamily.name,1939551,45
Jens Müller,,39466169,13
Vladislav Mladenov,,31913263,18
Juraj Somorovsky,@rub.de,1800162,29
Jörg Schwenk,@rub.de,1736206,165
Cormac Herley,@microsoft.com,1679146,99
Paul C. van Oorschot,@scs.carleton.ca,1748222,206
Mahathi Priya Appini,,19324496,1
Felix Fischer,@aisec.fraunhofer.de,27024140,68
Konstantin Böttinger,,29905536,1
Huang Xiao,@aisec.fraunhofer.de,36227053,19
Sze Yiu Chau,,19254661,3
Omar Chowdhury,@uiowa.edu,2111695,28
Endadul Hoque,@purdue.edu,2071310,29
Huangyi Ge,@purdue.edu,2618949,3
